sim,population,hospitals,mobilehomes,psubstations,tors
2851,112,0,0,0,2.0
2852,0,0,0,0,0.0
2853,0,0,0,0,0.0
2854,0,0,0,0,0.0
2855,0,0,0,0,0.0
2856,32,0,0,0,1.0
2857,3040,1,0,1,2.0
2858,0,0,0,0,0.0
2859,0,0,0,0,0.0
2860,0,0,0,0,0.0
2861,32,0,0,0,1.0
2862,0,0,0,0,0.0
2863,0,0,0,0,0.0
2864,0,0,0,0,0.0
2865,0,0,0,0,0.0
2866,0,0,0,0,0.0
2867,0,0,0,0,0.0
2868,0,0,0,0,0.0
2869,0,0,0,0,0.0
2870,0,0,0,0,0.0
2871,0,0,0,0,0.0
2872,0,0,0,0,0.0
2873,16,0,0,0,1.0
2874,0,0,0,0,0.0
2875,0,0,0,0,0.0
2876,64,0,0,0,2.0
2877,64,0,0,1,1.0
2878,0,0,0,0,0.0
2879,10928,0,125,1,2.0
2880,0,0,0,0,0.0
2881,0,0,0,0,0.0
2882,0,0,0,0,0.0
2883,32,0,0,0,1.0
2884,0,0,0,0,0.0
2885,0,0,0,0,0.0
2886,0,0,0,0,0.0
2887,0,0,0,0,0.0
2888,0,0,0,0,0.0
2889,48,0,0,0,1.0
2890,0,0,0,0,0.0
2891,48,0,0,0,1.0
2892,0,0,0,0,0.0
2893,0,0,0,0,0.0
2894,0,0,0,0,0.0
2895,0,0,0,0,0.0
2896,512,0,0,0,1.0
2897,0,0,0,0,0.0
2898,0,0,0,0,0.0
2899,0,0,0,0,0.0
2900,0,0,0,0,0.0
2901,0,0,0,0,0.0
2902,0,0,0,0,0.0
2903,0,0,0,0,0.0
2904,80,0,0,0,1.0
2905,1360,0,0,0,2.0
2906,0,0,0,0,0.0
2907,0,0,0,0,0.0
2908,480,0,0,0,1.0
2909,0,0,0,0,0.0
2910,0,0,0,0,0.0
2911,0,0,0,0,0.0
2912,32,0,0,0,1.0
2913,0,0,0,0,0.0
2914,0,0,0,0,0.0
2915,0,0,0,0,0.0
2916,240,0,0,0,1.0
2917,288,0,0,0,1.0
2918,0,0,0,0,0.0
2919,0,0,0,0,0.0
2920,0,0,0,0,0.0
2921,0,0,0,0,0.0
2922,0,0,0,0,0.0
2923,0,0,0,0,0.0
2924,0,0,0,0,0.0
2925,96,0,0,0,2.0
2926,0,0,0,0,0.0
2927,0,0,0,0,0.0
2928,0,0,0,0,0.0
2929,4784,0,0,2,2.0
2930,0,0,0,0,0.0
2931,0,0,0,0,0.0
2932,16,0,0,1,1.0
2933,48,0,0,0,1.0
2934,0,0,0,0,0.0
2935,0,0,0,0,0.0
2936,0,0,0,0,1.0
2937,0,0,0,0,0.0
2938,0,0,0,0,0.0
2939,128,0,0,0,1.0
2940,0,0,0,0,0.0
2941,0,0,0,0,0.0
2942,0,0,0,0,0.0
2943,0,0,0,0,0.0
2944,0,0,0,0,0.0
2945,0,0,0,0,0.0
2946,2272,0,0,0,2.0
2947,0,0,0,0,0.0
2948,0,0,0,0,0.0
2949,0,0,0,0,0.0
2950,0,0,0,0,0.0
2951,0,0,0,0,0.0
2952,0,0,0,0,0.0
2953,0,0,0,0,0.0
2954,576,0,0,0,1.0
2955,0,0,0,0,0.0
2956,0,0,0,0,0.0
2957,0,0,0,0,0.0
2958,0,0,0,0,0.0
2959,128,0,0,0,1.0
2960,0,0,0,0,0.0
2961,0,0,0,0,0.0
2962,0,0,0,0,0.0
2963,0,0,0,0,0.0
2964,0,0,0,0,0.0
2965,0,0,0,0,0.0
2966,0,0,0,0,0.0
2967,304,0,0,1,2.0
2968,0,0,0,0,0.0
2969,0,0,0,0,0.0
2970,0,0,0,0,0.0
2971,0,0,0,0,0.0
2972,0,0,0,0,0.0
2973,0,0,0,0,0.0
2974,0,0,0,0,0.0
2975,0,0,0,0,0.0
2976,80,0,0,0,1.0
2977,4320,0,0,4,3.0
2978,0,0,0,0,0.0
2979,608,0,0,1,2.0
2980,0,0,0,0,0.0
2981,0,0,0,0,0.0
2982,0,0,0,0,0.0
2983,0,0,0,0,0.0
2984,0,0,0,0,0.0
2985,64,0,0,0,1.0
2986,64,0,0,0,1.0
2987,0,0,0,0,0.0
2988,208,0,0,2,2.0
2989,0,0,0,0,0.0
2990,0,0,0,0,0.0
2991,112,0,0,0,1.0
2992,0,0,0,0,0.0
2993,0,0,0,0,0.0
2994,0,0,0,0,0.0
2995,0,0,0,0,0.0
2996,0,0,0,0,0.0
2997,0,0,0,0,0.0
2998,9088,0,75,1,1.0
2999,480,0,0,0,1.0
3000,80,0,0,0,1.0
3001,0,0,0,0,0.0
3002,0,0,0,0,0.0
3003,0,0,0,0,0.0
3004,0,0,0,0,0.0
3005,272,0,0,0,1.0
3006,48,0,0,0,1.0
3007,0,0,0,0,0.0
3008,0,0,0,0,0.0
3009,0,0,0,0,0.0
3010,0,0,0,0,0.0
3011,0,0,0,0,0.0
3012,2848,0,0,1,3.0
3013,48,0,0,0,1.0
3014,0,0,0,0,0.0
3015,496,0,0,1,1.0
3016,48,1,0,0,1.0
3017,0,0,0,0,0.0
3018,0,0,0,0,0.0
3019,48,0,0,0,1.0
3020,0,0,0,0,0.0
3021,0,0,0,0,0.0
3022,0,0,0,0,0.0
3023,0,0,0,0,0.0
3024,0,0,0,0,0.0
3025,2624,0,0,0,1.0
3026,0,0,0,0,0.0
3027,0,0,0,0,0.0
3028,0,0,0,0,0.0
3029,0,0,0,0,0.0
3030,0,0,0,0,1.0
3031,720,0,0,1,2.0
3032,0,0,0,0,0.0
3033,0,0,0,0,0.0
3034,0,0,0,0,0.0
3035,48,0,0,0,1.0
3036,0,0,0,0,0.0
3037,0,0,0,0,0.0
3038,0,0,0,0,0.0
3039,0,0,0,0,0.0
3040,0,0,0,0,0.0
3041,0,0,0,0,0.0
3042,0,0,0,0,0.0
3043,2000,0,0,0,4.0
3044,0,0,0,0,0.0
3045,0,0,0,0,0.0
3046,0,0,0,0,0.0
3047,0,0,0,0,0.0
3048,0,0,0,0,0.0
3049,0,0,0,0,0.0
3050,96,0,0,0,1.0
3051,0,0,0,0,0.0
3052,0,0,0,0,0.0
3053,0,0,0,0,0.0
3054,0,0,0,0,0.0
3055,0,0,0,0,0.0
3056,0,0,0,0,0.0
3057,32,0,0,0,1.0
3058,0,0,0,0,0.0
3059,96,0,0,0,1.0
3060,0,0,0,0,1.0
3061,0,0,0,0,0.0
3062,46576,1,0,6,3.0
3063,0,0,0,0,0.0
3064,16,0,0,0,1.0
3065,0,0,0,0,0.0
3066,0,0,0,0,0.0
3067,208,0,0,0,1.0
3068,0,0,0,0,0.0
3069,992,0,0,1,1.0
3070,0,0,0,0,0.0
3071,0,0,0,0,0.0
3072,592,0,0,0,2.0
3073,0,0,0,0,0.0
3074,0,0,0,0,0.0
3075,112,0,0,1,1.0
3076,0,0,0,0,0.0
3077,0,0,0,0,0.0
3078,0,0,0,0,0.0
3079,16,0,0,0,1.0
3080,0,0,0,0,0.0
3081,0,0,0,0,1.0
3082,1120,0,0,0,1.0
3083,7712,1,0,1,1.0
3084,0,0,0,0,0.0
3085,0,0,0,0,0.0
3086,0,0,0,0,0.0
3087,0,0,0,0,0.0
3088,0,0,0,0,0.0
3089,0,0,0,0,0.0
3090,63808,5,0,3,2.0
3091,32,0,0,0,1.0
3092,992,0,0,0,4.0
3093,0,0,0,0,0.0
3094,2256,0,0,1,1.0
3095,0,0,0,0,0.0
3096,80,0,0,0,2.0
3097,256,0,0,0,1.0
3098,0,0,0,0,1.0
3099,0,0,0,0,0.0
3100,0,0,0,0,0.0
3101,0,0,0,0,0.0
3102,0,0,0,0,0.0
3103,432,0,0,0,2.0
3104,0,0,0,0,0.0
3105,0,0,0,0,0.0
3106,0,0,0,0,0.0
3107,0,0,0,0,0.0
3108,0,0,0,0,0.0
3109,0,0,0,0,0.0
3110,9376,0,125,3,1.0
3111,0,0,0,0,0.0
3112,0,0,0,0,0.0
3113,0,0,0,0,0.0
3114,128,0,0,0,2.0
3115,0,0,0,0,0.0
3116,0,0,0,0,0.0
3117,0,0,0,0,0.0
3118,0,0,0,0,0.0
3119,96,1,0,0,1.0
3120,144,0,0,1,2.0
3121,16,0,0,0,1.0
3122,128,0,0,0,1.0
3123,0,0,0,0,0.0
3124,96,0,0,0,1.0
3125,464,0,0,0,1.0
3126,288,0,0,0,1.0
3127,0,0,0,0,0.0
3128,368,0,0,0,2.0
3129,0,0,0,0,0.0
3130,0,0,0,0,0.0
3131,0,0,0,0,0.0
3132,32,0,0,0,1.0
3133,0,0,0,0,0.0
3134,0,0,0,0,0.0
3135,0,0,0,0,0.0
3136,0,0,0,0,0.0
3137,128,0,0,0,1.0
3138,752,0,0,0,2.0
3139,0,0,0,0,0.0
3140,0,0,0,0,0.0
3141,176,0,0,0,2.0
3142,0,0,0,0,0.0
3143,0,0,0,0,0.0
3144,0,0,0,0,0.0
3145,0,0,0,0,0.0
3146,0,0,0,0,1.0
3147,0,0,0,0,0.0
3148,0,0,0,0,0.0
3149,0,0,0,0,0.0
3150,224,0,0,0,1.0
3151,0,0,0,0,0.0
3152,0,0,0,0,0.0
3153,0,0,0,0,0.0
3154,0,0,0,0,0.0
3155,0,0,0,0,0.0
3156,0,0,0,0,0.0
3157,1184,0,0,0,1.0
3158,5616,0,0,1,8.0
3159,0,0,0,0,0.0
3160,0,0,0,0,0.0
3161,0,0,0,0,0.0
3162,112,0,0,0,2.0
3163,0,0,0,0,0.0
3164,0,0,0,0,0.0
3165,0,0,0,0,0.0
3166,0,0,0,0,0.0
3167,0,0,0,0,0.0
3168,0,0,0,0,0.0
3169,0,0,0,0,0.0
3170,48,0,0,0,1.0
3171,0,0,0,0,0.0
3172,0,0,0,0,0.0
3173,0,0,0,0,0.0
3174,4784,0,75,1,1.0
3175,0,0,0,0,0.0
3176,0,0,0,0,0.0
3177,0,0,0,0,0.0
3178,0,0,0,0,0.0
3179,0,0,0,0,0.0
3180,0,0,0,0,0.0
3181,0,0,0,0,0.0
3182,1456,0,0,1,1.0
3183,0,0,0,0,0.0
3184,0,0,0,0,0.0
3185,0,0,0,0,0.0
3186,0,0,0,0,0.0
3187,0,0,0,0,0.0
3188,0,0,0,0,0.0
3189,0,0,0,0,0.0
3190,0,0,0,0,0.0
3191,80,0,0,0,1.0
3192,0,0,0,0,0.0
3193,0,0,0,0,0.0
3194,0,0,0,0,0.0
3195,0,0,0,0,0.0
3196,32,0,0,0,1.0
3197,0,0,0,0,0.0
3198,0,0,0,0,0.0
3199,0,0,0,0,0.0
3200,0,0,0,0,0.0
3201,16,0,0,0,1.0
3202,112,0,0,2,1.0
3203,192,0,0,0,1.0
3204,0,0,0,0,0.0
3205,0,0,0,0,0.0
3206,0,0,0,0,0.0
3207,0,0,0,0,0.0
3208,0,0,0,0,0.0
3209,0,0,0,0,0.0
3210,0,0,0,0,0.0
3211,0,0,0,0,0.0
3212,0,0,0,0,0.0
3213,16,0,0,0,1.0
3214,0,0,0,0,0.0
3215,0,0,0,0,0.0
3216,0,0,0,0,0.0
3217,0,0,0,0,0.0
3218,0,0,0,0,0.0
3219,0,0,0,0,0.0
3220,0,0,0,0,1.0
3221,0,0,0,0,0.0
3222,640,0,0,0,1.0
3223,80,0,0,0,1.0
3224,2048,0,0,1,1.0
3225,32,0,0,0,1.0
3226,0,0,0,0,0.0
3227,0,0,0,0,0.0
3228,0,0,0,0,0.0
3229,0,0,0,0,0.0
3230,32,0,0,0,1.0
3231,0,0,0,0,0.0
3232,0,0,0,0,0.0
3233,0,0,0,0,0.0
3234,16,0,0,0,1.0
3235,0,0,0,0,1.0
3236,30464,3,0,2,1.0
3237,64,0,0,1,1.0
3238,0,0,0,0,0.0
3239,0,0,0,0,0.0
3240,0,0,0,0,0.0
3241,240,0,0,3,3.0
3242,0,0,0,0,0.0
3243,32,0,0,0,1.0
3244,0,0,0,0,0.0
3245,0,0,0,0,0.0
3246,6640,0,0,0,1.0
3247,0,0,0,0,0.0
3248,0,0,0,0,0.0
3249,32,0,0,0,1.0
3250,0,0,0,0,0.0
3251,0,0,0,0,0.0
3252,64,0,0,0,1.0
3253,48,0,0,0,2.0
3254,0,0,0,0,0.0
3255,0,0,0,0,0.0
3256,0,0,0,0,0.0
3257,0,0,0,0,0.0
3258,128,0,0,0,1.0
3259,0,0,0,0,0.0
3260,0,0,0,0,0.0
3261,128,0,0,0,1.0
3262,0,0,0,0,0.0
3263,0,0,0,0,0.0
3264,0,0,0,0,0.0
3265,0,0,0,0,0.0
3266,0,0,0,0,0.0
3267,96,0,0,0,2.0
3268,1312,1,25,1,1.0
3269,0,0,0,0,0.0
3270,0,0,0,0,0.0
3271,0,0,0,0,0.0
3272,0,0,0,0,0.0
3273,0,0,0,0,0.0
3274,0,0,0,0,1.0
3275,304,0,0,0,1.0
3276,0,0,0,0,0.0
3277,0,0,0,0,0.0
3278,48,0,0,0,1.0
3279,16,0,0,0,1.0
3280,0,0,0,0,0.0
3281,0,0,0,0,0.0
3282,0,0,0,0,0.0
3283,272,0,0,0,1.0
3284,208,0,0,1,1.0
3285,0,0,0,0,0.0
3286,0,0,0,0,0.0
3287,1104,0,0,0,1.0
3288,1232,0,0,0,1.0
3289,0,0,0,0,0.0
3290,0,0,0,0,0.0
3291,0,0,0,0,0.0
3292,256,0,0,0,2.0
3293,44032,5,0,3,2.0
3294,0,0,0,0,0.0
3295,0,0,0,0,0.0
3296,0,0,0,0,0.0
3297,0,0,0,0,0.0
3298,0,0,0,0,0.0
3299,1376,0,0,0,1.0
3300,0,0,0,0,0.0
3301,0,0,0,0,0.0
3302,0,0,0,0,0.0
3303,0,0,0,0,0.0
3304,1632,1,75,0,2.0
3305,0,0,0,0,0.0
3306,0,0,0,0,0.0
3307,0,0,0,0,0.0
3308,0,0,0,0,0.0
3309,0,0,0,0,0.0
3310,0,0,0,0,0.0
3311,0,0,0,0,0.0
3312,0,0,0,0,0.0
3313,0,0,0,0,0.0
3314,0,0,0,0,0.0
3315,160,0,0,0,2.0
3316,336,0,0,2,3.0
3317,0,0,0,0,0.0
3318,0,0,0,0,0.0
3319,0,0,0,0,0.0
3320,0,0,0,0,0.0
3321,0,0,0,0,0.0
3322,0,0,0,0,0.0
3323,0,0,0,0,0.0
3324,0,0,0,0,0.0
3325,0,0,0,0,0.0
3326,3216,0,0,0,1.0
3327,0,0,0,0,0.0
3328,0,0,0,0,0.0
3329,0,0,0,0,0.0
3330,416,0,0,0,1.0
3331,32,0,0,0,1.0
3332,0,0,0,0,0.0
3333,0,0,0,0,0.0
3334,0,0,0,0,0.0
3335,0,0,0,0,0.0
3336,0,0,0,0,0.0
3337,32,0,0,0,1.0
3338,0,0,0,0,0.0
3339,0,0,0,0,0.0
3340,480,0,0,1,2.0
3341,0,0,0,0,0.0
3342,0,0,0,0,0.0
3343,16,0,0,0,1.0
3344,16,0,0,0,1.0
3345,0,0,0,0,0.0
3346,176,0,0,0,1.0
3347,0,0,0,0,0.0
3348,0,0,0,0,0.0
3349,0,0,0,0,0.0
3350,0,0,0,0,0.0
3351,64,0,0,0,1.0
3352,0,0,0,0,0.0
3353,96,1,0,1,1.0
3354,16,0,0,0,1.0
3355,0,0,0,0,0.0
3356,0,0,0,0,0.0
3357,0,0,0,0,0.0
3358,0,0,0,0,0.0
3359,48,0,0,0,1.0
3360,0,0,0,0,0.0
3361,2000,0,0,0,1.0
3362,4288,0,0,0,4.0
3363,224,0,0,0,1.0
3364,0,0,0,0,0.0
3365,0,0,0,0,0.0
3366,0,0,0,0,0.0
3367,0,0,0,0,0.0
3368,0,0,0,0,0.0
3369,0,0,0,0,0.0
3370,0,0,0,0,0.0
3371,0,0,0,0,0.0
3372,0,0,0,0,0.0
3373,2592,0,0,0,1.0
3374,64,0,0,0,1.0
3375,0,0,0,0,0.0
3376,0,0,0,0,0.0
3377,0,0,0,0,0.0
3378,0,0,0,0,0.0
3379,60880,2,75,7,1.0
3380,0,0,0,0,0.0
3381,0,0,0,0,0.0
3382,0,0,0,0,0.0
3383,0,0,0,0,0.0
3384,0,0,0,0,0.0
3385,2704,0,0,1,1.0
3386,1984,0,0,0,3.0
3387,0,0,0,0,0.0
3388,0,0,0,0,0.0
3389,0,0,0,0,0.0
3390,0,0,0,0,0.0
3391,0,0,0,0,0.0
3392,0,0,0,0,0.0
3393,0,0,0,0,0.0
3394,320,0,0,0,1.0
3395,256,0,0,1,2.0
3396,0,0,0,0,0.0
3397,48,0,0,0,1.0
3398,0,0,0,0,0.0
3399,0,0,0,0,0.0
3400,0,0,0,0,0.0
3401,0,0,0,0,0.0
3402,0,0,0,0,0.0
3403,0,0,0,0,0.0
3404,4752,0,50,0,1.0
3405,0,0,0,0,0.0
3406,0,0,0,0,0.0
3407,0,0,0,0,0.0
3408,64,0,0,0,3.0
3409,0,0,0,0,0.0
3410,0,0,0,0,0.0
3411,0,0,0,0,0.0
3412,0,0,0,0,0.0
3413,0,0,0,0,0.0
3414,0,0,0,0,0.0
3415,0,0,0,0,0.0
3416,0,0,0,0,0.0
3417,0,0,0,0,0.0
3418,448,0,0,6,2.0
3419,0,0,0,0,0.0
3420,336,0,25,0,2.0
3421,4304,0,0,1,1.0
3422,128,0,0,0,1.0
3423,0,0,0,0,0.0
3424,0,0,0,0,0.0
3425,0,0,0,0,0.0
3426,32,0,0,0,1.0
3427,176,0,0,0,2.0
3428,0,0,0,0,0.0
3429,0,0,0,0,0.0
3430,0,0,0,0,0.0
3431,0,0,0,0,0.0
3432,32,0,0,0,1.0
3433,0,0,0,0,0.0
3434,16,0,0,0,1.0
3435,0,0,0,0,0.0
3436,0,0,0,0,0.0
3437,64,0,0,0,2.0
3438,0,0,0,0,0.0
3439,11440,0,0,0,3.0
3440,0,0,0,0,0.0
3441,0,0,0,0,0.0
3442,32,0,0,0,1.0
3443,0,0,0,0,0.0
3444,0,0,0,0,0.0
3445,0,0,0,0,0.0
3446,496,0,0,0,1.0
3447,0,0,0,0,0.0
3448,0,0,0,0,0.0
3449,0,0,0,0,0.0
3450,64,0,0,1,2.0
3451,0,0,0,0,0.0
3452,0,0,0,0,0.0
3453,0,0,0,0,0.0
3454,0,0,0,0,0.0
3455,0,0,0,0,0.0
3456,0,0,0,0,0.0
3457,224,0,0,0,1.0
3458,0,0,0,0,1.0
3459,0,0,0,0,0.0
3460,0,0,0,0,0.0
3461,0,0,0,0,0.0
3462,0,0,0,0,0.0
3463,128,0,0,1,1.0
3464,160,0,0,0,1.0
3465,0,0,0,0,0.0
3466,0,0,0,0,0.0
3467,400,0,0,0,1.0
3468,16,0,0,0,1.0
3469,0,0,0,0,0.0
3470,0,0,0,0,0.0
3471,0,0,0,0,0.0
3472,0,0,0,0,0.0
3473,0,0,0,0,0.0
3474,0,0,0,0,0.0
3475,0,0,0,0,0.0
3476,0,0,0,0,0.0
3477,0,0,0,0,0.0
3478,16,0,0,0,1.0
3479,48,0,0,0,2.0
3480,0,0,0,0,0.0
3481,0,0,0,0,0.0
3482,0,0,0,0,0.0
3483,0,0,0,0,0.0
3484,29280,1,0,2,1.0
3485,0,0,0,0,0.0
3486,0,0,0,0,0.0
3487,0,0,0,0,0.0
3488,0,0,0,0,0.0
3489,0,0,0,0,0.0
3490,0,0,0,0,0.0
3491,560,0,0,0,4.0
3492,0,0,0,0,0.0
3493,144,0,0,0,1.0
3494,0,0,0,0,0.0
3495,240,0,0,0,1.0
3496,640,0,0,0,1.0
3497,0,0,0,0,0.0
3498,16,0,0,0,1.0
3499,0,0,0,0,0.0
3500,0,0,0,0,0.0
3501,3632,0,0,0,1.0
3502,0,0,0,0,0.0
3503,0,0,0,0,0.0
3504,0,0,0,0,0.0
3505,0,0,0,0,0.0
3506,0,0,0,0,0.0
3507,160,0,0,0,1.0
3508,0,0,0,0,0.0
3509,0,0,0,0,0.0
3510,0,0,0,0,0.0
3511,288,0,0,0,2.0
3512,0,0,0,0,0.0
3513,0,0,0,0,0.0
3514,0,0,0,0,0.0
3515,0,0,0,0,0.0
3516,0,0,0,0,0.0
3517,0,0,0,0,0.0
3518,0,0,0,0,0.0
3519,32,0,0,0,1.0
3520,0,0,0,0,0.0
3521,320,0,0,0,2.0
3522,320,0,0,0,1.0
3523,0,0,0,0,0.0
3524,1920,0,275,4,1.0
3525,0,0,0,0,0.0
3526,0,0,0,0,0.0
3527,0,0,0,0,0.0
3528,0,0,0,0,0.0
3529,0,0,0,0,0.0
3530,0,0,0,0,0.0
3531,0,0,0,0,0.0
3532,0,0,0,0,0.0
3533,368,0,0,0,1.0
3534,0,0,0,0,0.0
3535,0,0,0,0,0.0
3536,0,0,0,0,0.0
3537,224,0,0,0,1.0
3538,0,0,0,0,0.0
3539,0,0,0,0,0.0
3540,0,0,0,0,0.0
3541,48,0,0,0,1.0
3542,0,0,0,0,0.0
3543,0,0,0,0,0.0
3544,4672,0,225,1,1.0
3545,0,0,0,0,0.0
3546,16,0,0,0,1.0
3547,0,0,0,0,0.0
3548,0,0,0,0,0.0
3549,32,0,0,0,1.0
3550,544,0,0,0,4.0
3551,0,0,0,0,0.0
3552,0,0,0,0,0.0
3553,0,0,0,0,0.0
3554,0,0,0,0,0.0
3555,0,0,0,0,0.0
3556,0,0,0,0,0.0
3557,0,0,0,0,0.0
3558,64,0,0,0,2.0
3559,0,0,0,0,0.0
3560,0,0,0,0,0.0
3561,112,0,0,0,3.0
3562,7328,0,0,0,1.0
3563,0,0,0,0,0.0
3564,0,0,0,0,0.0
3565,0,0,0,0,0.0
3566,0,0,0,0,0.0
3567,0,0,0,0,0.0
3568,0,0,0,0,0.0
3569,0,0,0,0,0.0
3570,0,0,0,0,0.0
3571,0,0,0,0,0.0
3572,0,0,0,0,0.0
3573,0,0,0,0,0.0
3574,640,0,0,0,3.0
3575,0,0,0,0,0.0
3576,0,0,0,0,0.0
3577,0,0,0,0,0.0
3578,112,0,0,0,2.0
3579,32,0,0,0,1.0
3580,128,0,0,0,2.0
3581,0,0,0,0,0.0
3582,0,0,0,0,0.0
3583,0,0,0,0,0.0
3584,0,0,0,0,0.0
3585,0,0,0,0,0.0
3586,0,0,0,0,0.0
3587,256,0,0,0,1.0
3588,0,0,0,0,0.0
3589,0,0,0,0,0.0
3590,11376,0,0,2,2.0
3591,4768,1,25,0,3.0
3592,0,0,0,0,0.0
3593,0,0,0,0,1.0
3594,0,0,0,0,0.0
3595,80,0,0,1,1.0
3596,0,0,0,0,0.0
3597,0,0,0,0,0.0
3598,0,0,0,0,0.0
3599,176,0,0,0,1.0
3600,528,0,0,0,3.0
3601,0,0,0,0,0.0
3602,0,0,0,0,0.0
3603,0,0,0,0,0.0
3604,1632,0,0,1,1.0
3605,0,0,0,0,0.0
3606,32,0,0,0,1.0
3607,0,0,0,0,0.0
3608,0,0,0,0,0.0
3609,704,0,25,1,1.0
3610,0,0,0,0,0.0
3611,2352,0,0,1,3.0
3612,176,0,0,0,1.0
3613,0,0,0,0,0.0
3614,144,0,0,1,2.0
3615,0,0,0,0,0.0
3616,0,0,0,0,0.0
3617,0,0,0,0,0.0
3618,0,0,0,0,0.0
3619,0,0,0,0,0.0
3620,256,0,0,0,1.0
3621,0,0,0,0,0.0
3622,0,0,0,0,0.0
3623,0,0,0,0,0.0
3624,0,0,0,0,0.0
3625,0,0,0,0,0.0
3626,0,0,0,0,0.0
3627,0,0,0,0,0.0
3628,0,0,0,0,0.0
3629,0,0,0,0,0.0
3630,0,0,0,0,0.0
3631,0,0,0,0,0.0
3632,0,0,0,0,0.0
3633,0,0,0,0,0.0
3634,240,0,0,0,1.0
3635,0,0,0,0,0.0
3636,0,0,0,0,0.0
3637,0,0,0,0,0.0
3638,224,0,0,0,1.0
3639,11344,0,0,2,1.0
3640,0,0,0,0,0.0
3641,0,0,0,0,0.0
3642,0,0,0,0,0.0
3643,0,0,0,0,0.0
3644,48,0,0,4,1.0
3645,0,0,0,0,0.0
3646,576,0,0,0,1.0
3647,0,0,0,0,0.0
3648,0,0,0,0,0.0
3649,0,0,0,0,0.0
3650,0,0,0,0,1.0
3651,55888,4,0,1,1.0
3652,0,0,0,0,0.0
3653,0,0,0,0,0.0
3654,0,0,0,0,0.0
3655,0,0,0,0,0.0
3656,0,0,0,0,0.0
3657,0,0,0,0,0.0
3658,0,0,0,0,0.0
3659,0,0,0,0,0.0
3660,0,0,0,0,0.0
3661,0,0,0,0,0.0
3662,0,0,0,0,0.0
3663,1616,0,125,0,2.0
3664,0,0,0,0,0.0
3665,0,0,0,0,0.0
3666,1424,0,0,0,1.0
3667,0,0,0,0,0.0
3668,0,0,0,0,0.0
3669,0,0,0,0,0.0
3670,0,0,0,0,0.0
3671,0,0,0,0,0.0
3672,0,0,0,0,0.0
3673,0,0,0,0,0.0
3674,0,0,0,0,0.0
3675,240,0,0,0,1.0
3676,0,0,0,0,0.0
3677,48,0,0,0,1.0
3678,96,0,0,0,1.0
3679,224,0,0,0,1.0
3680,6976,0,125,1,2.0
3681,0,0,0,0,0.0
3682,0,0,0,0,0.0
3683,416,0,0,0,1.0
3684,0,0,0,0,0.0
3685,48,0,0,0,1.0
3686,0,0,0,0,0.0
3687,0,0,0,0,0.0
3688,0,0,0,0,0.0
3689,80,0,0,0,2.0
3690,0,0,0,0,0.0
3691,0,0,0,0,0.0
3692,0,0,0,0,0.0
3693,0,0,0,0,0.0
3694,0,0,0,0,0.0
3695,800,0,0,1,4.0
3696,0,0,0,0,0.0
3697,160,0,0,0,1.0
3698,0,0,0,0,0.0
3699,0,0,0,0,0.0
3700,96,1,0,1,1.0
3701,0,0,0,0,0.0
3702,0,0,0,0,0.0
3703,0,0,0,0,0.0
3704,0,0,0,0,0.0
3705,64,0,0,0,1.0
3706,96,0,0,0,1.0
3707,368,0,0,0,2.0
3708,0,0,0,0,0.0
3709,36880,1,0,2,3.0
3710,0,0,0,0,0.0
3711,0,0,0,0,0.0
3712,320,0,0,0,3.0
3713,48,0,0,0,1.0
3714,0,0,0,0,0.0
3715,608,0,0,0,1.0
3716,128,0,0,0,1.0
3717,0,0,0,0,0.0
3718,464,0,0,1,4.0
3719,0,0,0,0,0.0
3720,0,0,0,0,0.0
3721,64,0,0,0,2.0
3722,0,0,0,0,0.0
3723,0,0,0,0,0.0
3724,128,0,0,0,1.0
3725,0,0,0,0,0.0
3726,0,0,0,0,0.0
3727,0,0,0,0,0.0
3728,0,0,0,0,0.0
3729,0,0,0,0,0.0
3730,32,0,0,0,1.0
3731,0,0,0,0,0.0
3732,0,0,0,0,0.0
3733,16,0,0,0,1.0
3734,0,0,0,0,0.0
3735,96,0,0,0,1.0
3736,0,0,0,0,0.0
3737,96,0,0,0,1.0
3738,752,0,0,4,2.0
3739,48,0,0,0,1.0
3740,0,0,0,0,0.0
3741,0,0,0,0,0.0
3742,0,0,0,0,0.0
3743,0,0,0,0,0.0
3744,0,0,0,0,0.0
3745,208,0,0,0,1.0
3746,0,0,0,0,0.0
3747,0,0,0,0,0.0
3748,0,0,0,0,0.0
3749,64,0,0,0,1.0
3750,0,0,0,0,0.0
3751,192,0,0,0,2.0
3752,0,0,0,0,0.0
3753,48,0,0,0,1.0
3754,464,0,0,0,1.0
3755,0,0,0,0,0.0
3756,0,0,0,0,0.0
3757,80,0,0,0,1.0
3758,11072,0,0,0,1.0
3759,304,0,0,0,1.0
3760,0,0,0,0,0.0
3761,0,0,0,0,0.0
3762,624,0,0,1,1.0
3763,0,0,0,0,0.0
3764,0,0,0,0,0.0
3765,608,0,0,0,1.0
3766,0,0,0,0,0.0
3767,0,0,0,0,0.0
3768,0,0,0,0,0.0
3769,352,0,0,0,1.0
3770,0,0,0,0,0.0
3771,0,0,0,0,0.0
3772,0,0,0,0,0.0
3773,1328,0,50,1,2.0
3774,0,0,0,0,0.0
3775,16,0,0,0,1.0
3776,0,0,0,0,0.0
3777,544,0,0,0,3.0
